Order_ID,Customer_ID,Product_ID,Warehouse_ID,Order_Date,Ship_Date,Delivery_Date,Shipping_Mode,Quantity,Sales,Profit,Delivery_Status
O01872,C0342,P067,W06,2025-11-15,2025-11-16,2025-11-17,Same Day,4,33292.24,14760.24,On Time
O01873,C0296,P031,W02,2025-11-29,2025-12-01,2025-12-03,Express,2,12581.48,4663.48,On Time
O01874,C0422,P105,W01,2024-05-25,2024-05-25,2024-05-27,Express,3,4455.24,1914.24,On Time
O01875,C0435,P041,W09,2024-07-21,2024-07-22,2024-07-27,Standard,3,12425.25,4406.25,On Time
O01876,C0258,P139,W10,2025-09-26,2025-09-28,2025-10-03,Standard,3,1157.73,395.73,On Time
O01877,C0052,P012,W06,2025-09-07,2025-09-07,2025-09-12,Standard,2,5812.46,1492.46,On Time
O01878,C0119,P104,W07,2025-01-08,2025-01-10,2025-01-11,Same Day,2,6049.48,1473.48,On Time
O01879,C0216,P071,W01,2024-04-05,2024-04-05,2024-04-07,Express,4,26680.6,11184.6,On Time
O01880,C0173,P064,W02,2025-06-01,2025-06-03,2025-06-05,Express,5,19298.35,7878.35,On Time
O01881,C0414,P127,W02,2024-04-23,2024-04-23,2024-04-24,Same Day,3,19696.05,6826.05,On Time
O01882,C0193,P067,W02,2025-07-30,2025-07-31,2025-08-01,Same Day,2,16646.12,7380.12,On Time
O01883,C0389,P075,W07,2025-04-17,2025-04-17,2025-04-24,Standard,4,20750.68,7074.68,Late
O01884,C0014,P114,W01,2025-04-18,2025-04-19,2025-04-24,Standard,1,2696.21,821.21,On Time
O01885,C0329,P124,W07,2025-04-19,2025-04-19,2025-04-21,Express,5,38563.35,13643.35,On Time
O01886,C0009,P059,W06,2024-08-09,2024-08-09,2024-08-11,Express,5,37160.7,12275.7,On Time
O01887,C0026,P047,W06,2024-03-15,2024-03-16,2024-03-17,Same Day,4,14864.4,4400.4,On Time
O01888,C0285,P116,W07,2025-02-07,2025-02-09,2025-02-10,Same Day,2,9819.62,3183.62,On Time
O01889,C0074,P097,W01,2025-03-14,2025-03-15,2025-03-20,Standard,2,10432.58,3212.58,On Time
O01890,C0214,P103,W04,2025-12-24,2025-12-24,2025-12-26,Express,4,23258.2,5094.2,On Time
O01891,C0459,P014,W09,2025-06-25,2025-06-26,2025-06-27,Same Day,4,3175.48,655.48,On Time
O01892,C0399,P086,W04,2025-06-19,2025-06-20,2025-06-21,Same Day,3,15343.53,4858.53,On Time
O01893,C0296,P122,W10,2024-01-27,2024-01-29,2024-01-30,Same Day,2,1765.06,617.06,On Time
O01894,C0099,P003,W07,2024-12-01,2024-12-03,2024-12-05,Express,3,10047.96,2727.96,On Time
O01895,C0436,P041,W06,2025-09-01,2025-09-02,2025-09-04,Express,4,16567.0,5875.0,On Time
O01896,C0234,P104,W03,2024-09-04,2024-09-06,2024-09-08,Express,2,6049.48,1473.48,On Time
O01897,C0334,P119,W08,2024-06-28,2024-06-30,2024-07-06,Standard,3,5080.38,2059.38,Late
O01898,C0453,P041,W03,2025-05-18,2025-05-18,2025-05-24,Express,5,20708.75,7343.75,Late
O01899,C0482,P096,W09,2025-07-19,2025-07-20,2025-07-21,Same Day,2,11105.34,4461.34,On Time
O01900,C0407,P106,W03,2024-01-09,2024-01-09,2024-01-13,Same Day,5,7279.8,2494.8,Late
O01901,C0217,P020,W07,2024-09-29,2024-09-29,2024-09-30,Same Day,1,1483.17,551.17,On Time
O01902,C0455,P115,W07,2024-01-20,2024-01-20,2024-01-25,Standard,1,6577.6,1855.6,On Time
O01903,C0130,P118,W04,2024-10-25,2024-10-27,2024-11-01,Standard,2,15221.24,6421.24,On Time
O01904,C0124,P114,W10,2024-04-25,2024-04-26,2024-05-01,Standard,4,10784.84,3284.84,On Time
O01905,C0316,P041,W06,2024-02-03,2024-02-05,2024-02-07,Express,3,12425.25,4406.25,On Time
O01906,C0277,P127,W08,2025-09-11,2025-09-11,2025-09-16,Standard,2,13130.7,4550.7,On Time
O01907,C0031,P145,W01,2025-01-31,2025-01-31,2025-02-02,Express,4,7631.84,1955.84,On Time
O01908,C0284,P117,W06,2025-04-08,2025-04-09,2025-04-10,Same Day,2,8706.44,2420.44,On Time
O01909,C0259,P116,W10,2025-05-15,2025-05-16,2025-05-17,Same Day,1,4909.81,1591.81,On Time
O01910,C0492,P027,W01,2025-02-26,2025-02-26,2025-03-03,Standard,5,20177.25,5457.25,On Time
O01911,C0278,P072,W04,2024-03-20,2024-03-21,2024-03-23,Express,3,12270.57,2439.57,On Time
O01912,C0126,P002,W04,2024-06-09,2024-06-10,2024-06-15,Standard,2,8323.22,2729.22,On Time
O01913,C0317,P016,W06,2025-01-18,2025-01-20,2025-01-22,Express,1,430.45,188.45,On Time
O01914,C0146,P142,W07,2025-11-30,2025-11-30,2025-12-05,Standard,5,2552.25,852.25,On Time
O01915,C0304,P101,W05,2024-09-08,2024-09-08,2024-09-13,Standard,2,13966.28,5980.28,On Time
O01916,C0065,P060,W09,2024-01-28,2024-01-29,2024-01-30,Same Day,1,6486.39,2637.39,On Time
O01917,C0061,P035,W06,2024-12-07,2024-12-09,2024-12-11,Express,1,5972.3,2451.3,On Time
O01918,C0082,P096,W08,2024-07-21,2024-07-21,2024-07-23,Express,3,16658.01,6692.01,On Time
O01919,C0319,P115,W02,2025-09-01,2025-09-02,2025-09-03,Same Day,3,19732.8,5566.8,On Time
O01920,C0066,P060,W04,2025-04-02,2025-04-02,2025-04-05,Same Day,4,25945.56,10549.56,Late
O01921,C0197,P103,W09,2024-11-22,2024-11-22,2024-11-23,Same Day,3,17443.65,3820.65,On Time
O01922,C0003,P059,W02,2024-01-27,2024-01-29,2024-01-31,Express,1,7432.14,2455.14,On Time
O01923,C0182,P028,W05,2024-10-02,2024-10-03,2024-10-09,Standard,1,7042.85,2392.85,Late
O01924,C0298,P036,W04,2024-11-21,2024-11-21,2024-11-23,Express,1,3613.4,727.4,On Time
O01925,C0134,P119,W08,2024-02-20,2024-02-22,2024-02-24,Express,2,3386.92,1372.92,On Time
O01926,C0121,P129,W03,2025-12-10,2025-12-12,2025-12-16,Express,5,31139.35,10049.35,Late
O01927,C0396,P002,W10,2025-12-18,2025-12-20,2025-12-25,Standard,3,12484.83,4093.83,On Time
O01928,C0302,P061,W04,2025-10-11,2025-10-12,2025-10-13,Same Day,2,3860.34,1300.34,On Time
O01929,C0492,P139,W06,2025-09-24,2025-09-24,2025-09-29,Standard,3,1157.73,395.73,On Time
O01930,C0425,P136,W06,2024-12-07,2024-12-09,2024-12-10,Same Day,2,5986.7,2004.7,On Time
O01931,C0204,P131,W03,2025-03-23,2025-03-25,2025-03-27,Express,3,20948.13,6917.13,On Time
O01932,C0042,P082,W04,2024-06-21,2024-06-22,2024-06-24,Express,3,17104.74,6202.74,On Time
O01933,C0087,P091,W02,2024-07-06,2024-07-07,2024-07-12,Standard,4,15171.56,3867.56,On Time
O01934,C0473,P042,W03,2024-07-12,2024-07-14,2024-07-17,Express,2,795.16,209.16,Late
O01935,C0088,P107,W01,2024-06-28,2024-06-30,2024-07-05,Standard,4,3386.36,898.36,On Time
O01936,C0100,P093,W01,2024-01-01,2024-01-02,2024-01-04,Express,4,12138.2,2322.2,On Time
O01937,C0295,P013,W04,2025-10-24,2025-10-24,2025-10-29,Standard,1,6076.08,1526.08,On Time
O01938,C0487,P024,W03,2025-07-05,2025-07-07,2025-07-17,Standard,1,5585.59,1327.59,Late
O01939,C0205,P010,W08,2024-01-22,2024-01-24,2024-01-29,Standard,3,23314.32,8902.32,On Time
O01940,C0112,P101,W07,2025-03-04,2025-03-04,2025-03-06,Express,3,20949.42,8970.42,On Time
O01941,C0423,P024,W04,2024-08-21,2024-08-22,2024-08-27,Standard,4,22342.36,5310.36,On Time
O01942,C0330,P030,W04,2025-11-20,2025-11-20,2025-11-25,Standard,1,1569.02,447.02,On Time
O01943,C0060,P071,W02,2024-05-20,2024-05-20,2024-05-21,Same Day,3,20010.45,8388.45,On Time
O01944,C0217,P108,W06,2025-11-05,2025-11-06,2025-11-07,Same Day,1,901.74,378.74,On Time
O01945,C0168,P018,W05,2024-07-03,2024-07-05,2024-07-10,Standard,4,26151.28,9707.28,On Time
O01946,C0154,P049,W10,2024-01-21,2024-01-21,2024-01-23,Express,2,4283.44,1375.44,On Time
O01947,C0394,P069,W05,2025-07-27,2025-07-27,2025-07-29,Express,1,2781.16,1107.16,On Time
O01948,C0230,P147,W09,2025-03-14,2025-03-15,2025-03-20,Standard,3,12018.78,4851.78,On Time
O01949,C0287,P036,W04,2025-07-02,2025-07-03,2025-07-04,Same Day,4,14453.6,2909.6,On Time
O01950,C0174,P001,W05,2024-07-21,2024-07-23,2024-07-26,Express,5,15318.25,5828.25,Late
O01951,C0121,P101,W05,2024-11-16,2024-11-17,2024-11-18,Same Day,3,20949.42,8970.42,On Time
O01952,C0026,P068,W08,2024-02-03,2024-02-05,2024-02-10,Standard,4,19831.36,3563.36,On Time
O01953,C0135,P130,W05,2025-02-24,2025-02-26,2025-03-03,Standard,5,20076.55,4651.55,On Time
O01954,C0435,P066,W06,2025-07-09,2025-07-10,2025-07-11,Same Day,4,20650.6,5970.6,On Time
O01955,C0266,P077,W02,2024-08-27,2024-08-28,2024-08-29,Same Day,1,3907.31,1263.31,On Time
O01956,C0432,P043,W03,2025-08-07,2025-08-07,2025-08-12,Standard,5,13207.9,2532.9,On Time
O01957,C0011,P144,W08,2024-12-08,2024-12-08,2024-12-09,Same Day,4,7535.56,3231.56,On Time
O01958,C0137,P064,W01,2025-03-14,2025-03-14,2025-03-16,Express,4,15438.68,6302.68,On Time
O01959,C0242,P006,W08,2024-01-28,2024-01-29,2024-01-31,Express,4,12639.56,2323.56,On Time
O01960,C0315,P072,W08,2024-07-06,2024-07-07,2024-07-09,Express,1,4090.19,813.19,On Time
O01961,C0414,P085,W06,2025-10-24,2025-10-26,2025-10-28,Express,5,4027.05,1037.05,On Time
O01962,C0356,P044,W05,2025-08-09,2025-08-10,2025-08-15,Standard,5,27764.7,7704.7,On Time
O01963,C0356,P036,W05,2024-01-23,2024-01-25,2024-01-26,Same Day,1,3613.4,727.4,On Time
O01964,C0016,P103,W02,2025-07-28,2025-07-29,2025-07-30,Same Day,4,23258.2,5094.2,On Time
O01965,C0099,P004,W03,2024-03-03,2024-03-03,2024-03-05,Express,4,26551.68,7955.68,On Time
O01966,C0062,P041,W10,2025-09-22,2025-09-22,2025-09-23,Same Day,4,16567.0,5875.0,On Time
O01967,C0217,P002,W02,2024-07-27,2024-07-27,2024-07-29,Express,5,20808.05,6823.05,On Time
O01968,C0498,P138,W01,2025-08-24,2025-08-25,2025-08-30,Standard,2,13268.76,4952.76,On Time
O01969,C0184,P029,W10,2024-11-30,2024-12-01,2024-12-02,Same Day,3,19235.76,6245.76,On Time
O01970,C0098,P138,W10,2025-09-05,2025-09-05,2025-09-10,Standard,4,26537.52,9905.52,On Time
O01971,C0338,P132,W04,2025-06-27,2025-06-27,2025-06-29,Express,3,3093.84,1050.84,On Time
O01972,C0213,P138,W02,2025-12-11,2025-12-13,2025-12-14,Same Day,1,6634.38,2476.38,On Time
O01973,C0453,P030,W05,2025-01-30,2025-02-01,2025-02-03,Express,3,4707.06,1341.06,On Time
O01974,C0001,P024,W03,2024-09-15,2024-09-17,2024-09-18,Same Day,3,16756.77,3982.77,On Time
O01975,C0022,P106,W10,2024-04-27,2024-04-28,2024-05-03,Standard,3,4367.88,1496.88,On Time
O01976,C0082,P017,W01,2025-06-09,2025-06-11,2025-06-12,Same Day,4,22494.4,8362.4,On Time
O01977,C0386,P135,W05,2025-02-28,2025-03-02,2025-03-07,Standard,3,3683.91,1415.91,On Time
O01978,C0324,P048,W06,2025-06-03,2025-06-05,2025-06-06,Same Day,4,14159.84,6179.84,On Time
O01979,C0088,P099,W02,2024-01-03,2024-01-04,2024-01-05,Same Day,1,5484.55,1405.55,On Time
O01980,C0030,P031,W03,2025-07-24,2025-07-24,2025-07-25,Same Day,4,25162.96,9326.96,On Time
O01981,C0329,P098,W05,2025-11-19,2025-11-20,2025-11-22,Express,2,8603.6,2037.6,On Time
O01982,C0084,P037,W03,2025-05-11,2025-05-11,2025-05-20,Standard,3,3857.88,914.88,Late
O01983,C0094,P064,W04,2025-08-22,2025-08-22,2025-08-27,Standard,1,3859.67,1575.67,On Time
O01984,C0068,P115,W10,2025-12-22,2025-12-22,2025-12-27,Standard,1,6577.6,1855.6,On Time
O01985,C0257,P109,W06,2025-12-07,2025-12-08,2025-12-13,Standard,3,19067.22,4733.22,On Time
O01986,C0431,P103,W01,2025-01-11,2025-01-12,2025-01-13,Same Day,3,17443.65,3820.65,On Time
O01987,C0211,P071,W04,2025-08-06,2025-08-07,2025-08-09,Express,4,26680.6,11184.6,On Time
O01988,C0398,P119,W07,2024-08-24,2024-08-25,2024-08-30,Standard,5,8467.3,3432.3,On Time
O01989,C0310,P066,W03,2024-11-13,2024-11-15,2024-11-19,Express,2,10325.3,2985.3,Late
O01990,C0495,P102,W01,2025-07-31,2025-08-02,2025-08-07,Standard,1,6374.8,2794.8,On Time
O01991,C0469,P040,W06,2025-02-21,2025-02-21,2025-02-26,Standard,5,31880.25,12585.25,On Time
O01992,C0313,P127,W09,2025-05-03,2025-05-04,2025-05-05,Same Day,4,26261.4,9101.4,On Time
O01993,C0268,P045,W04,2024-01-13,2024-01-14,2024-01-19,Standard,1,7569.68,3253.68,On Time
O01994,C0044,P049,W10,2024-04-07,2024-04-08,2024-04-13,Standard,5,10708.6,3438.6,On Time
O01995,C0076,P120,W05,2024-01-31,2024-01-31,2024-02-05,Standard,4,26816.52,10632.52,On Time
O01996,C0112,P145,W01,2025-10-29,2025-10-31,2025-11-05,Standard,1,1907.96,488.96,On Time
O01997,C0017,P121,W03,2025-08-11,2025-08-12,2025-08-14,Express,2,5302.8,1574.8,On Time
O01998,C0497,P085,W03,2025-01-27,2025-01-28,2025-02-04,Standard,5,4027.05,1037.05,Late
O01999,C0312,P110,W10,2024-12-10,2024-12-10,2024-12-15,Standard,4,16179.44,4471.44,On Time
O02000,C0333,P140,W10,2025-09-27,2025-09-28,2025-10-03,Standard,1,359.38,62.38,On Time
O02001,C0316,P001,W06,2024-01-05,2024-01-05,2024-01-07,Express,4,12254.6,4662.6,On Time
O02002,C0159,P075,W08,2025-03-16,2025-03-18,2025-03-20,Express,1,5187.67,1768.67,On Time
O02003,C0339,P050,W03,2024-09-20,2024-09-20,2024-09-23,Same Day,4,18901.56,5861.56,Late
O02004,C0215,P016,W03,2025-05-16,2025-05-17,2025-05-26,Standard,2,860.9,376.9,Late
O02005,C0370,P150,W06,2024-07-02,2024-07-02,2024-07-07,Standard,5,14144.85,3894.85,On Time
O02006,C0437,P048,W01,2024-07-17,2024-07-17,2024-07-19,Express,3,10619.88,4634.88,On Time
O02007,C0384,P007,W05,2025-07-17,2025-07-19,2025-07-24,Standard,4,4769.68,1381.68,On Time
O02008,C0037,P020,W08,2024-11-18,2024-11-18,2024-11-23,Standard,5,7415.85,2755.85,On Time
O02009,C0443,P062,W02,2025-12-05,2025-12-07,2025-12-09,Express,2,11899.48,2261.48,On Time
O02010,C0261,P143,W10,2024-07-16,2024-07-17,2024-07-22,Standard,3,18825.45,7644.45,On Time
O02011,C0139,P116,W02,2024-03-21,2024-03-23,2024-03-24,Same Day,3,14729.43,4775.43,On Time
O02012,C0026,P122,W01,2025-11-13,2025-11-13,2025-11-15,Express,1,882.53,308.53,On Time
O02013,C0142,P031,W06,2024-01-13,2024-01-15,2024-01-17,Express,5,31453.7,11658.7,On Time
O02014,C0196,P054,W03,2025-12-29,2025-12-31,2026-01-07,Standard,5,19719.1,3904.1,Late
O02015,C0205,P140,W06,2024-02-10,2024-02-10,2024-02-11,Same Day,5,1796.9,311.9,On Time
O02016,C0165,P039,W09,2024-01-22,2024-01-24,2024-01-26,Express,4,1383.6,363.6,On Time
O02017,C0370,P053,W07,2025-01-26,2025-01-27,2025-01-28,Same Day,2,2636.62,896.62,On Time
O02018,C0436,P077,W10,2024-07-23,2024-07-23,2024-07-28,Standard,3,11721.93,3789.93,On Time
O02019,C0497,P143,W01,2024-02-24,2024-02-25,2024-02-27,Express,4,25100.6,10192.6,On Time
O02020,C0041,P073,W09,2025-12-17,2025-12-19,2025-12-24,Standard,2,11817.62,2583.62,On Time
O02021,C0174,P071,W02,2024-05-28,2024-05-29,2024-06-03,Express,5,33350.75,13980.75,Late
O02022,C0152,P104,W02,2024-09-03,2024-09-03,2024-09-07,Same Day,1,3024.74,736.74,Late
O02023,C0244,P121,W06,2024-06-11,2024-06-11,2024-06-16,Standard,1,2651.4,787.4,On Time
O02024,C0041,P036,W01,2024-10-12,2024-10-13,2024-10-15,Express,2,7226.8,1454.8,On Time
O02025,C0216,P148,W06,2024-03-16,2024-03-18,2024-03-19,Same Day,3,17343.84,7575.84,On Time
O02026,C0473,P148,W04,2024-05-15,2024-05-16,2024-05-21,Standard,4,23125.12,10101.12,On Time
O02027,C0067,P078,W02,2024-05-21,2024-05-23,2024-05-25,Express,1,6777.86,2117.86,On Time
O02028,C0476,P013,W07,2025-04-04,2025-04-04,2025-04-09,Standard,3,18228.24,4578.24,On Time
O02029,C0332,P136,W01,2025-03-20,2025-03-20,2025-03-22,Express,1,2993.35,1002.35,On Time
O02030,C0328,P016,W10,2024-08-09,2024-08-11,2024-08-17,Standard,2,860.9,376.9,Late
O02031,C0292,P118,W03,2025-09-14,2025-09-15,2025-09-17,Express,3,22831.86,9631.86,On Time
O02032,C0023,P137,W03,2024-04-24,2024-04-26,2024-04-30,Same Day,4,4366.56,1586.56,Late
O02033,C0488,P070,W06,2025-05-19,2025-05-20,2025-05-21,Same Day,5,25950.5,7735.5,On Time
O02034,C0047,P058,W05,2025-07-24,2025-07-26,2025-07-28,Express,5,24245.75,5150.75,On Time
O02035,C0109,P090,W10,2024-05-03,2024-05-05,2024-05-06,Same Day,5,34220.05,9625.05,On Time
O02036,C0064,P095,W03,2024-12-04,2024-12-05,2024-12-07,Express,2,14234.02,4728.02,On Time
O02037,C0278,P036,W02,2024-01-13,2024-01-13,2024-01-15,Express,3,10840.2,2182.2,On Time
O02038,C0187,P094,W03,2025-03-07,2025-03-08,2025-03-15,Standard,5,12872.6,4702.6,Late
O02039,C0255,P024,W08,2025-11-28,2025-11-28,2025-12-03,Standard,4,22342.36,5310.36,On Time
O02040,C0303,P054,W03,2024-03-04,2024-03-05,2024-03-12,Standard,2,7887.64,1561.64,Late
O02041,C0050,P094,W05,2024-02-27,2024-02-29,2024-03-02,Express,2,5149.04,1881.04,On Time
O02042,C0478,P032,W06,2025-04-23,2025-04-25,2025-04-30,Standard,5,10422.9,1797.9,On Time
O02043,C0298,P077,W07,2025-10-14,2025-10-16,2025-10-17,Same Day,4,15629.24,5053.24,On Time
O02044,C0322,P127,W04,2024-05-06,2024-05-08,2024-05-13,Standard,3,19696.05,6826.05,On Time
O02045,C0434,P063,W01,2025-01-18,2025-01-20,2025-01-22,Express,4,17803.72,6907.72,On Time
O02046,C0185,P007,W10,2024-01-07,2024-01-09,2024-01-14,Standard,5,5962.1,1727.1,On Time
O02047,C0108,P055,W10,2024-05-27,2024-05-29,2024-05-30,Same Day,2,2768.52,530.52,On Time
O02048,C0085,P048,W08,2024-09-02,2024-09-02,2024-09-04,Express,3,10619.88,4634.88,On Time
O02049,C0070,P037,W09,2025-12-27,2025-12-27,2026-01-01,Standard,1,1285.96,304.96,On Time
O02050,C0265,P059,W07,2025-12-06,2025-12-06,2025-12-11,Standard,2,14864.28,4910.28,On Time
O02051,C0456,P135,W02,2024-10-31,2024-11-01,2024-11-02,Same Day,2,2455.94,943.94,On Time
O02052,C0030,P033,W05,2024-11-24,2024-11-24,2024-11-26,Express,4,16121.56,5657.56,On Time
O02053,C0016,P057,W04,2025-09-15,2025-09-17,2025-09-22,Standard,1,1853.28,426.28,On Time
O02054,C0253,P039,W03,2024-10-18,2024-10-18,2024-10-28,Standard,2,691.8,181.8,Late
O02055,C0206,P009,W09,2024-03-18,2024-03-19,2024-03-20,Same Day,4,12590.04,5170.04,On Time
O02056,C0315,P009,W01,2024-07-31,2024-08-02,2024-08-04,Express,3,9442.53,3877.53,On Time
O02057,C0373,P122,W05,2024-11-07,2024-11-07,2024-11-09,Same Day,3,2647.59,925.59,Late
O02058,C0086,P094,W07,2024-01-19,2024-01-21,2024-01-22,Same Day,5,12872.6,4702.6,On Time
O02059,C0098,P063,W03,2025-08-05,2025-08-05,2025-08-09,Express,4,17803.72,6907.72,Late
O02060,C0162,P115,W02,2025-02-17,2025-02-18,2025-02-20,Express,3,19732.8,5566.8,On Time
O02061,C0363,P148,W10,2025-06-19,2025-06-19,2025-06-20,Same Day,5,28906.4,12626.4,On Time
O02062,C0008,P081,W09,2024-03-20,2024-03-21,2024-03-22,Same Day,3,4111.59,739.59,On Time
O02063,C0382,P033,W07,2024-07-31,2024-07-31,2024-08-02,Express,2,8060.78,2828.78,On Time
O02064,C0361,P141,W02,2025-01-25,2025-01-25,2025-01-30,Standard,5,18637.7,6387.7,On Time
O02065,C0009,P059,W09,2024-12-03,2024-12-05,2024-12-07,Express,3,22296.42,7365.42,On Time
O02066,C0481,P136,W03,2025-04-06,2025-04-07,2025-04-11,Same Day,3,8980.05,3007.05,Late
O02067,C0033,P130,W07,2025-10-14,2025-10-14,2025-10-16,Express,4,16061.24,3721.24,On Time
O02068,C0337,P015,W09,2025-04-06,2025-04-08,2025-04-09,Same Day,3,15384.81,3177.81,On Time
O02069,C0329,P066,W04,2025-01-28,2025-01-30,2025-02-04,Standard,5,25813.25,7463.25,On Time
O02070,C0220,P084,W05,2025-08-11,2025-08-13,2025-08-14,Same Day,5,3486.2,1111.2,On Time
O02071,C0440,P001,W09,2025-01-31,2025-01-31,2025-02-01,Same Day,5,15318.25,5828.25,On Time
O02072,C0043,P037,W01,2024-05-02,2024-05-02,2024-05-03,Same Day,4,5143.84,1219.84,On Time
O02073,C0170,P105,W08,2024-12-30,2024-12-31,2025-01-01,Same Day,3,4455.24,1914.24,On Time
O02074,C0495,P091,W06,2025-02-12,2025-02-13,2025-02-15,Express,1,3792.89,966.89,On Time
O02075,C0403,P087,W07,2024-01-06,2024-01-06,2024-01-11,Standard,5,16352.8,6457.8,On Time
O02076,C0167,P091,W06,2024-10-25,2024-10-27,2024-11-03,Standard,3,11378.67,2900.67,Late
O02077,C0003,P121,W09,2024-11-05,2024-11-06,2024-11-11,Standard,3,7954.2,2362.2,On Time
O02078,C0398,P005,W09,2024-07-25,2024-07-27,2024-07-29,Express,5,26830.8,11695.8,On Time
O02079,C0024,P105,W08,2024-02-12,2024-02-14,2024-02-20,Standard,2,2970.16,1276.16,Late
O02080,C0277,P086,W07,2024-08-05,2024-08-07,2024-08-09,Same Day,1,5114.51,1619.51,Late
O02081,C0299,P149,W04,2024-10-11,2024-10-13,2024-10-18,Standard,1,6498.12,1670.12,On Time
O02082,C0173,P035,W10,2025-05-02,2025-05-04,2025-05-06,Express,3,17916.9,7353.9,On Time
O02083,C0105,P011,W01,2025-09-16,2025-09-17,2025-09-18,Same Day,4,6867.72,2491.72,On Time
O02084,C0165,P004,W09,2025-12-08,2025-12-09,2025-12-11,Express,5,33189.6,9944.6,On Time
O02085,C0024,P150,W01,2025-08-09,2025-08-10,2025-08-11,Same Day,5,14144.85,3894.85,On Time
O02086,C0497,P012,W05,2024-06-21,2024-06-23,2024-06-24,Same Day,2,5812.46,1492.46,On Time
O02087,C0098,P005,W05,2024-05-23,2024-05-24,2024-05-25,Same Day,4,21464.64,9356.64,On Time
O02088,C0236,P137,W08,2025-07-31,2025-08-02,2025-08-04,Express,4,4366.56,1586.56,On Time
O02089,C0466,P109,W02,2024-04-26,2024-04-28,2024-04-30,Express,3,19067.22,4733.22,On Time
O02090,C0055,P132,W09,2024-05-12,2024-05-14,2024-05-16,Express,3,3093.84,1050.84,On Time
O02091,C0193,P093,W01,2024-08-13,2024-08-13,2024-08-15,Express,5,15172.75,2902.75,On Time
O02092,C0197,P050,W04,2025-05-07,2025-05-08,2025-05-11,Same Day,1,4725.39,1465.39,Late
O02093,C0240,P136,W02,2025-11-03,2025-11-05,2025-11-06,Same Day,1,2993.35,1002.35,On Time
O02094,C0429,P141,W10,2025-01-25,2025-01-26,2025-01-28,Express,5,18637.7,6387.7,On Time
O02095,C0320,P031,W03,2024-08-29,2024-08-29,2024-09-05,Express,4,25162.96,9326.96,Late
O02096,C0422,P110,W10,2024-08-21,2024-08-22,2024-08-26,Same Day,3,12134.58,3353.58,Late
O02097,C0415,P142,W01,2025-10-04,2025-10-06,2025-10-08,Express,3,1531.35,511.35,On Time
O02098,C0104,P081,W08,2025-12-21,2025-12-22,2025-12-27,Standard,3,4111.59,739.59,On Time
O02099,C0264,P054,W01,2025-07-11,2025-07-13,2025-07-14,Same Day,4,15775.28,3123.28,On Time
O02100,C0208,P100,W05,2024-02-29,2024-03-02,2024-03-03,Same Day,2,9131.56,3805.56,On Time
O02101,C0205,P005,W09,2025-03-29,2025-03-30,2025-04-05,Standard,4,21464.64,9356.64,Late
O02102,C0378,P008,W02,2025-11-28,2025-11-28,2025-12-03,Standard,3,11373.99,4473.99,On Time
O02103,C0262,P100,W09,2024-04-12,2024-04-12,2024-04-13,Same Day,1,4565.78,1902.78,On Time
O02104,C0301,P013,W10,2025-02-15,2025-02-16,2025-02-18,Same Day,4,24304.32,6104.32,Late
O02105,C0141,P060,W07,2025-08-26,2025-08-28,2025-09-02,Standard,2,12972.78,5274.78,On Time
O02106,C0262,P084,W06,2025-04-10,2025-04-10,2025-04-17,Standard,4,2788.96,888.96,Late
O02107,C0227,P004,W06,2024-08-18,2024-08-18,2024-08-20,Express,4,26551.68,7955.68,On Time
O02108,C0226,P011,W06,2025-11-04,2025-11-04,2025-11-09,Standard,3,5150.79,1868.79,On Time
O02109,C0141,P057,W10,2025-06-21,2025-06-22,2025-06-23,Same Day,5,9266.4,2131.4,On Time
O02110,C0158,P080,W02,2025-06-05,2025-06-07,2025-06-12,Standard,1,2007.12,537.12,On Time
O02111,C0102,P083,W04,2025-12-19,2025-12-19,2025-12-24,Standard,1,2873.64,702.64,On Time
O02112,C0328,P010,W09,2024-11-28,2024-11-30,2024-12-02,Express,5,38857.2,14837.2,On Time
O02113,C0219,P069,W03,2025-04-02,2025-04-04,2025-04-13,Standard,3,8343.48,3321.48,Late
O02114,C0489,P109,W04,2025-08-11,2025-08-12,2025-08-17,Standard,4,25422.96,6310.96,On Time
O02115,C0445,P130,W04,2025-09-19,2025-09-20,2025-09-22,Express,2,8030.62,1860.62,On Time
O02116,C0120,P038,W03,2025-01-09,2025-01-10,2025-01-11,Same Day,4,22925.6,6481.6,On Time
O02117,C0329,P095,W03,2024-08-01,2024-08-03,2024-08-11,Standard,3,21351.03,7092.03,Late
O02118,C0282,P096,W07,2024-06-28,2024-06-29,2024-07-04,Standard,1,5552.67,2230.67,On Time
O02119,C0150,P054,W07,2024-09-10,2024-09-12,2024-09-16,Express,3,11831.46,2342.46,Late
O02120,C0279,P147,W02,2025-02-02,2025-02-02,2025-02-03,Same Day,3,12018.78,4851.78,On Time
O02121,C0173,P114,W10,2025-05-13,2025-05-14,2025-05-16,Same Day,1,2696.21,821.21,Late
O02122,C0331,P142,W02,2024-03-19,2024-03-21,2024-03-22,Same Day,1,510.45,170.45,On Time
O02123,C0105,P066,W01,2025-11-14,2025-11-15,2025-11-17,Express,5,25813.25,7463.25,On Time
O02124,C0395,P062,W03,2024-05-11,2024-05-13,2024-05-14,Same Day,2,11899.48,2261.48,On Time
O02125,C0363,P150,W01,2025-10-11,2025-10-12,2025-10-13,Same Day,4,11315.88,3115.88,On Time
